date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:55	46799/46799	---MCZ	200	added ('OK')	text/html	etag:W/%220098ca11f54c2bdb0b2b662a59f89a08%22	https://www.myfamilyclinics.com/my-psychologist	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/www.myfamilyclinics.com/my-psychologist.html	(from https://www.myfamilyclinics.com/)
14:07:55	45172/45172	---MCZ	200	added ('OK')	text/html	etag:W/%22294e5ca43b93f924c084b9a030b14054%22	https://www.myfamilyclinics.com/careers	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/www.myfamilyclinics.com/careers.html	(from https://www.myfamilyclinics.com/)
14:07:55	2249/2249	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:42:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=147,h=90,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=147,h=90,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	(from https://www.myfamilyclinics.com/)
14:07:56	2838/2838	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:42:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=201,h=121,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=201,h=121,fit=crop/AwvvXODQbRuPooMZ/eye-mP44EQrgGDtV1gBn.png	(from https://www.myfamilyclinics.com/)
14:07:56	3721/3721	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:14:01%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=150,h=112,fit=crop/AwvvXODQbRuPooMZ/img-dOqq5y0ql4cM6x1l.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=150,h=112,fit=crop/AwvvXODQbRuPooMZ/img-dOqq5y0ql4cM6x1l.jpg	(from https://www.myfamilyclinics.com/)
14:07:56	10846/10846	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:14:01%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-dOqq5y0ql4cM6x1l.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/img-dOqq5y0ql4cM6x1l.jpg	(from https://www.myfamilyclinics.com/)
14:07:56	5144/5144	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:00:05%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/Retinal-Diseases-YZ99wb3a68ibvay8.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/Retinal-Diseases-YZ99wb3a68ibvay8.jpg	(from https://www.myfamilyclinics.com/)
14:07:56	8021/8021	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:00:05%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/Retinal-Diseases-YZ99wb3a68ibvay8.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=382,h=149,fit=crop/AwvvXODQbRuPooMZ/Retinal-Diseases-YZ99wb3a68ibvay8.jpg	(from https://www.myfamilyclinics.com/)
14:07:57	4880/4880	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:36:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=191,h=119,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=191,h=119,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	(from https://www.myfamilyclinics.com/)
14:07:57	6017/6017	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:36:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=250,h=150,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=250,h=150,fit=crop/AwvvXODQbRuPooMZ/diabetes-test-AE00Z4WNLLTaGVoO.png	(from https://www.myfamilyclinics.com/)
14:07:57	4821/4821	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:29:55%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/diagnosis-m2WWzQajJxc93jKw.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/diagnosis-m2WWzQajJxc93jKw.png	(from https://www.myfamilyclinics.com/)
14:07:57	5658/5658	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:29:55%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=165,fit=crop/AwvvXODQbRuPooMZ/diagnosis-m2WWzQajJxc93jKw.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=165,fit=crop/AwvvXODQbRuPooMZ/diagnosis-m2WWzQajJxc93jKw.png	(from https://www.myfamilyclinics.com/)
14:07:58	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d990f-142e1%22	https://www.myfamilyclinics.com/my-family-clinics	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/www.myfamilyclinics.com/my-family-clinics	(from https://www.myfamilyclinics.com/)
14:07:58	6554/6554	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-Y4LLNVV1yRSyKXMZ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-Y4LLNVV1yRSyKXMZ.jpg	(from https://www.myfamilyclinics.com/)
14:07:58	6667/6667	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=188,h=115,fit=crop/AwvvXODQbRuPooMZ/img-Y4LLNVV1yRSyKXMZ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=188,h=115,fit=crop/AwvvXODQbRuPooMZ/img-Y4LLNVV1yRSyKXMZ.jpg	(from https://www.myfamilyclinics.com/)
14:07:59	3134/3134	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:22%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=114,h=106,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=114,h=106,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	(from https://www.myfamilyclinics.com/)
14:07:59	4995/4995	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:22%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=197,h=172,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=197,h=172,fit=crop/AwvvXODQbRuPooMZ/root-canal-YrDDpNo0w7u4lV8R.png	(from https://www.myfamilyclinics.com/)
14:07:59	3382/3382	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:34%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=119,h=120,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=119,h=120,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	(from https://www.myfamilyclinics.com/)
14:07:59	4684/4684	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:34%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=167,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=167,fit=crop/AwvvXODQbRuPooMZ/tooth-filling-YbNNp9MOrQFn7p6y.png	(from https://www.myfamilyclinics.com/)
14:07:59	3279/3279	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=169,h=66,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=169,h=66,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	(from https://www.myfamilyclinics.com/)
14:08:00	4543/4543	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2009:14:29%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=170,h=149,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=170,h=149,fit=crop/AwvvXODQbRuPooMZ/denture-ALppxowwbqcjNJVv.png	(from https://www.myfamilyclinics.com/)
14:08:00	8468/8468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:47:07%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=105,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=105,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.jpg	(from https://www.myfamilyclinics.com/)
14:08:00	8648/8648	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:47:07%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=149,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.png	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=185,h=149,fit=crop/AwvvXODQbRuPooMZ/Doctor-for-Family-Needs-m6LLWwljxbFoZgrz.jpg	(from https://www.myfamilyclinics.com/)
14:08:01	6560/6560	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	(from https://www.myfamilyclinics.com/)
14:08:01	5593/5593	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:32:10%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=188,h=149,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=188,h=149,fit=crop/AwvvXODQbRuPooMZ/img-YX44JyyM5KTyPGbQ.jpg	(from https://www.myfamilyclinics.com/)
14:08:01	11989/11989	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:53:33%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-AE00ZoZB47SDRGBv.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=288,h=112,fit=crop/AwvvXODQbRuPooMZ/img-AE00ZoZB47SDRGBv.jpg	(from https://www.myfamilyclinics.com/)
14:08:01	12229/12229	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Nov%202021%2010:53:33%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=191,h=176,fit=crop/AwvvXODQbRuPooMZ/img-AE00ZoZB47SDRGBv.jpg	A:/WORK%20DOCS%20VERY%20IMPORTANT/Whites/Doctor%20Free%20Website%20Template%20-%20Free-CSS.com/INDAIN/clone/assets.zyrosite.com/cdn-cgi/image/format=auto,w=191,h=176,fit=crop/AwvvXODQbRuPooMZ/img-AE00ZoZB47SDRGBv.jpg	(from https://www.myfamilyclinics.com/)
